account_id;customer_id;account_number;account_type;balance_idr;created_date;status;tier
ACC01098;NBC0785;8866686067;tabungan;22354762;27/10/2023;active;basic
ACC01099;NBC0088;8876714998;tabungan;15075611;21/07/2024;active;silver
ACC01100;NBC0573;8828959103;tabungan;28860318;05/04/2023;active;basic
ACC01101;NBC0452;8824276221;tabungan;35515840;04/01/2025;active;gold
ACC01102;NBC0447;8896374396;tabungan;21927450;14/01/2024;closed;silver
ACC01103;NBC0196;8895940389;bisnis;61663591;31/08/2023;active;basic
ACC01104;NBC0001;8846565317;deposito;191759319;06/09/2024;active;basic
ACC01105;NBC0931;8873002102;tabungan;4006259;13/02/2025;active;basic
ACC01106;NBC0572;8873663256;tabungan;49512345;02/01/2025;active;silver
ACC01107;NBC0895;8832234874;deposito;357623113;11/10/2024;active;gold
ACC01108;NBC0839;8891660191;tabungan;37968207;18/03/2024;active;silver
ACC01109;NBC0736;8804886607;tabungan;2340447;09/02/2025;dormant;basic
ACC01110;NBC0728;8826447893;tabungan;14050101;29/11/2024;active;silver
ACC01111;NBC0652;8885954176;deposito;361736526;18/05/2024;active;basic
ACC01112;NBC0767;8893716458;tabungan;4011078;03/05/2024;active;silver
ACC01113;NBC0706;8845734669;tabungan;7310332;03/07/2022;dormant;basic
ACC01114;NBC0943;8873387805;bisnis;81070113;31/01/2024;active;basic
ACC01115;NBC0463;8890566518;tabungan;8875688;07/02/2025;active;basic
ACC01116;NBC0762;8884771988;bisnis;51873844;05/12/2024;closed;silver
ACC01117;NBC0480;8874345096;deposito;274754468;15/08/2023;dormant;silver
ACC01118;NBC0852;8893806250;tabungan;34198767;10/01/2024;dormant;silver
ACC01119;NBC0871;8808996469;tabungan;10152705;08/11/2023;active;gold
ACC01120;NBC0415;8843435486;deposito;348479315;03/01/2025;closed;gold
ACC01121;NBC0985;8821215603;deposito;324365517;05/02/2025;active;basic
ACC01122;NBC0456;8810880354;tabungan;33949972;07/07/2024;active;silver
ACC01123;NBC0175;8846604903;deposito;230275082;31/03/2024;active;silver
ACC01124;NBC0877;8847476911;deposito;261054897;09/12/2024;active;gold
ACC01125;NBC0192;8822150396;deposito;233722708;17/01/2024;active;silver
ACC01126;NBC0314;8858681900;tabungan;46992488;04/01/2024;active;basic
ACC01127;NBC0887;8858933352;tabungan;20413713;09/09/2022;active;basic
ACC01128;NBC0933;8860138550;tabungan;36594340;16/09/2024;dormant;basic
ACC01129;NBC0165;8895738010;tabungan;1838931;16/11/2023;active;basic
ACC01130;NBC0206;8845718158;tabungan;4702320;11/05/2023;active;silver
ACC01131;NBC0944;8819499913;bisnis;15209998;30/10/2024;active;silver
ACC01132;NBC0211;8850551919;bisnis;108188757;24/06/2024;active;silver
ACC01133;NBC0258;8887186717;tabungan;15039185;12/12/2024;active;gold
ACC01134;NBC0114;8804929328;tabungan;622564;26/01/2024;active;basic
ACC01135;NBC0281;8807196129;tabungan;48108904;03/10/2024;closed;basic
ACC01136;NBC0262;8821349522;deposito;123113343;26/07/2023;active;basic
ACC01137;NBC0990;8840037177;tabungan;2924696;16/05/2024;dormant;silver
ACC01138;NBC0856;8862748066;tabungan;24474976;27/11/2024;active;silver
ACC01139;NBC0897;8826203069;bisnis;29012355;07/05/2023;active;basic
ACC01140;NBC0069;8816571211;deposito;450692584;18/05/2023;active;basic
ACC01141;NBC0419;8801811239;deposito;302623682;29/01/2025;active;silver
ACC01142;NBC0238;8830255987;deposito;457988193;14/09/2024;active;gold
ACC01143;NBC0369;8806231459;tabungan;39077442;31/10/2024;dormant;silver
ACC01144;NBC0779;8889109619;tabungan;28988675;13/11/2024;active;basic
ACC01145;NBC0825;8880450521;deposito;414530511;08/02/2025;active;gold
ACC01146;NBC0882;8803608164;bisnis;17975737;13/01/2023;active;basic
ACC01147;NBC0993;8804460819;tabungan;7026884;12/12/2024;active;basic
ACC01148;NBC0712;8840834695;deposito;273200933;28/12/2024;active;silver
ACC01149;NBC0885;8895060958;tabungan;17790707;31/01/2025;dormant;basic
ACC01150;NBC0822;8827456698;tabungan;2430792;25/06/2024;dormant;silver
ACC01151;NBC0139;8898590742;tabungan;14893382;24/01/2025;active;silver
ACC01152;NBC0695;8814290495;deposito;331626143;25/04/2023;active;silver
ACC01153;NBC0658;8862538476;bisnis;122450465;06/09/2024;active;basic
ACC01154;NBC0878;8895301647;tabungan;26308320;25/06/2024;active;platinum
ACC01155;NBC0604;8861746859;tabungan;9427054;02/11/2024;active;silver
ACC01156;NBC0408;8862976116;tabungan;1061278;12/11/2022;active;basic
ACC01157;NBC0772;8886603498;tabungan;26067522;27/10/2024;active;silver
ACC01158;NBC0148;8868967016;tabungan;8654683;15/08/2023;dormant;silver
ACC01159;NBC0233;8827740215;bisnis;99707772;09/01/2025;active;gold
ACC01160;NBC0922;8831252423;tabungan;33469234;28/01/2024;dormant;gold
ACC01161;NBC0289;8856008589;tabungan;22930621;01/01/2025;active;gold
ACC01162;NBC0164;8861721505;tabungan;20829914;18/12/2024;active;silver
ACC01163;NBC0030;8853531318;tabungan;10179668;03/05/2023;active;silver
ACC01164;NBC0084;8860599342;tabungan;18366704;31/03/2024;dormant;basic
ACC01165;NBC0316;8821091294;tabungan;16353793;18/01/2023;active;silver
ACC01166;NBC0638;8831414087;bisnis;69794758;30/12/2024;active;silver
ACC01167;NBC0622;8843779824;deposito;279874527;05/05/2024;closed;silver
ACC01168;NBC0607;8811682313;tabungan;3128785;04/12/2022;active;silver
ACC01169;NBC0033;8818100962;tabungan;33123346;12/02/2025;active;basic
ACC01170;NBC0243;8826578963;deposito;467522541;13/08/2024;active;basic
ACC01171;NBC0008;8858774526;deposito;369687117;27/05/2024;dormant;silver
ACC01172;NBC0094;8848882372;tabungan;14408075;20/01/2025;active;silver
ACC01173;NBC0011;8842253511;deposito;173881988;18/12/2023;active;silver
ACC01174;NBC0509;8882805034;bisnis;125575109;20/02/2024;active;basic
ACC01175;NBC0286;8838828720;tabungan;22676055;13/05/2024;active;basic
ACC01176;NBC0234;8867666082;tabungan;17682239;07/10/2024;active;basic
ACC01177;NBC0490;8845871207;deposito;295090486;28/01/2025;active;silver
ACC01178;NBC0283;8813685931;tabungan;21132316;20/03/2024;active;silver
ACC01179;NBC0582;8826210741;deposito;204403365;13/08/2024;active;basic
ACC01180;NBC0272;8843010614;deposito;142935338;29/01/2025;active;basic
ACC01181;NBC0777;8829964574;tabungan;19303596;09/10/2024;dormant;basic
ACC01182;NBC0009;8831997115;tabungan;18301328;18/08/2024;active;silver
ACC01183;NBC0472;8834972969;tabungan;15319058;08/11/2023;active;silver
ACC01184;NBC0070;8810034344;deposito;255935171;14/12/2022;active;basic
ACC01185;NBC0956;8875858618;tabungan;40348907;30/11/2024;active;silver
ACC01186;NBC0813;8817860215;bisnis;141024063;21/01/2025;active;basic
ACC01187;NBC0394;8879437638;tabungan;38532411;24/12/2024;dormant;basic
ACC01188;NBC0974;8849033122;tabungan;8660646;28/01/2024;active;silver
ACC01189;NBC0338;8895480704;tabungan;12596792;02/08/2023;active;basic
ACC01190;NBC0400;8814836874;deposito;246843676;12/03/2024;active;platinum
ACC01191;NBC0518;8874070366;deposito;251870260;30/07/2024;active;gold
ACC01192;NBC0867;8856007622;tabungan;27690474;20/12/2024;active;silver
ACC01193;NBC0686;8821282193;deposito;463921182;26/03/2024;active;silver
ACC01194;NBC0851;8882784726;bisnis;135642570;26/08/2024;active;basic
ACC01195;NBC0407;8839330459;deposito;145353091;07/02/2025;active;silver
ACC01196;NBC0501;8892066604;deposito;455180883;06/10/2024;active;silver
ACC01197;NBC0987;8831234435;tabungan;36545521;05/11/2023;active;silver
ACC01198;NBC0680;8849811846;tabungan;35067148;31/12/2024;active;basic
ACC01199;NBC0301;8824210637;bisnis;94850810;25/03/2023;active;basic
ACC01200;NBC0621;8817048364;tabungan;37501801;14/06/2024;active;basic
